Age,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,TotalChildren,NumberChildrenAtHome,Education,Occupation,YearlyIncome
32,M,S,0,0,0,0,Partial High School,Manual,25674
34,M,M,0,1,2,0,High School,Skilled Manual,53957
28,M,M,0,1,0,0,High School,Clerical,78930
42,F,M,1,2,0,0,Graduate Degree,Professional,127377
52,F,M,1,2,2,1,Bachelors,Skilled Manual,53231
32,M,M,1,2,0,0,Graduate Degree,Professional,131594
43,M,S,1,3,0,0,Bachelors,Management,105435
44,F,M,1,0,2,2,Graduate Degree,Management,105879
53,F,S,1,1,0,0,Partial College,Manual,28314
41,M,M,1,3,2,0,Partial College,Management,107290
67,F,M,1,2,2,1,Bachelors,Skilled Manual,59780
38,M,M,1,2,0,0,Bachelors,Management,109727
41,M,M,1,2,2,1,Bachelors,Management,109085
57,F,M,1,2,2,0,Partial High School,Skilled Manual,53079
32,F,M,1,2,0,0,Bachelors,Management,111648
30,M,S,0,0,0,0,Partial College,Skilled Manual,59582
42,M,M,0,1,2,1,Bachelors,Manual,34874
41,M,S,1,2,0,0,Bachelors,Management,110367
35,M,S,0,1,0,0,Partial High School,Skilled Manual,55949
60,F,S,1,1,1,0,Bachelors,Skilled Manual,57091
52,M,S,0,1,0,0,Partial High School,Manual,34018
28,M,M,1,1,0,0,Partial College,Management,111929
51,M,M,1,1,2,0,Partial High School,Manual,30992
54,F,M,1,0,2,1,Partial College,Manual,29509
33,M,S,1,1,0,0,Bachelors,Professional,134507
27,M,S,0,3,0,0,Partial College,Management,108942
76,M,M,1,1,2,1,Bachelors,Clerical,79360
49,F,S,1,1,0,0,High School,Skilled Manual,52326
58,F,M,1,1,2,1,Partial High School,Skilled Manual,55425
34,F,M,0,1,2,0,Graduate Degree,Skilled Manual,53626
45,F,M,1,2,2,0,Partial College,Clerical,86771
48,F,S,1,1,0,0,Partial College,Clerical,79256
38,M,S,0,1,0,0,Graduate Degree,Clerical,81165
75,F,M,1,3,3,0,Graduate Degree,Professional,129902
52,M,S,1,1,0,0,Partial High School,Skilled Manual,51339
72,F,M,1,1,2,1,Bachelors,Management,111026
47,M,M,1,4,2,0,Graduate Degree,Professional,131609
44,M,M,1,1,2,0,High School,Skilled Manual,56285
49,F,S,0,0,0,0,Partial College,Manual,26039
27,F,M,0,2,0,0,Bachelors,Management,108306
34,M,M,0,0,2,1,Partial High School,Manual,30154
25,F,M,0,1,0,0,High School,Skilled Manual,60249
31,F,S,0,0,0,0,Partial College,Skilled Manual,55119
33,F,S,0,1,0,0,Partial High School,Skilled Manual,61057
40,M,S,1,3,0,0,Partial College,Management,109709
55,F,S,1,1,0,0,Partial High School,Skilled Manual,59241
26,M,S,0,0,0,0,Partial High School,Manual,31592
39,M,S,0,1,0,0,High School,Manual,26921
36,F,M,1,1,1,1,Bachelors,Clerical,81862
53,M,M,1,0,2,1,Partial High School,Skilled Manual,52911
36,F,S,0,2,0,0,Graduate Degree,Clerical,86191
52,F,S,1,1,0,0,Graduate Degree,Skilled Manual,55751
57,F,M,1,2,2,2,Partial High School,Skilled Manual,61120
53,M,M,1,2,2,1,Partial College,Management,108994
39,M,S,0,2,0,0,Graduate Degree,Clerical,78367
43,M,M,1,1,1,0,Bachelors,Clerical,78595
34,F,M,1,1,1,0,Graduate Degree,Management,112480
28,M,S,0,2,0,0,Partial College,Skilled Manual,56887
31,M,S,0,0,0,0,Partial College,Manual,34642
44,F,M,1,1,1,1,Partial College,Clerical,86622
57,F,S,1,2,0,0,High School,Skilled Manual,55862
26,M,S,0,1,0,0,Partial College,Skilled Manual,52032
34,M,M,1,1,2,2,Graduate Degree,Professional,132734
28,F,S,0,1,0,0,Partial High School,Manual,35666
27,F,S,0,0,0,0,Partial High School,Skilled Manual,57232
28,F,S,0,2,0,0,High School,Clerical,86460
38,M,S,1,2,0,0,Graduate Degree,Professional,128569
28,F,S,0,2,0,0,Partial College,Skilled Manual,56801
54,F,S,1,1,0,0,Partial College,Skilled Manual,52768
28,F,M,0,0,0,0,High School,Manual,34240
30,F,M,1,2,0,0,Bachelors,Management,103855
40,F,M,1,0,1,0,Bachelors,Skilled Manual,56973
54,F,M,1,0,2,0,Partial College,Manual,32282
37,M,M,1,2,2,1,Bachelors,Professional,130934
36,M,S,0,2,0,0,Graduate Degree,Management,108996
39,M,S,0,2,0,0,Graduate Degree,Clerical,78437
31,M,M,0,1,0,0,Bachelors,Clerical,83170
51,M,M,1,0,2,1,Partial High School,Skilled Manual,60691
42,F,M,1,1,2,1,Bachelors,Management,107737
30,M,S,0,1,0,0,Partial College,Skilled Manual,55019
43,F,S,1,1,0,0,Partial College,Management,111422
66,F,M,1,1,2,0,Graduate Degree,Manual,27941
35,M,M,1,1,1,1,Bachelors,Management,105624
43,F,M,1,2,2,1,Graduate Degree,Management,111852
27,M,M,0,2,0,0,Partial College,Clerical,82878
37,M,M,0,0,1,0,Bachelors,Manual,29987
30,M,S,0,1,0,0,High School,Skilled Manual,53778
62,F,M,1,3,2,1,Graduate Degree,Clerical,76989
33,M,M,0,1,2,0,Graduate Degree,Manual,27189
44,M,M,1,3,2,0,Bachelors,Clerical,82883
60,M,S,1,1,1,1,Partial College,Skilled Manual,56699
26,F,M,0,1,0,0,Partial College,Skilled Manual,56738
27,F,S,0,1,0,0,Partial College,Clerical,80715
45,F,M,1,1,2,1,Partial College,Manual,33176
26,M,S,0,2,0,0,Partial High School,Skilled Manual,51021
32,F,M,0,1,0,0,Partial College,Skilled Manual,58361
27,F,M,0,2,0,0,Partial College,Clerical,86643
42,M,M,1,2,2,1,Partial College,Clerical,77801
37,F,S,0,1,0,0,Bachelors,Management,105113
65,F,M,1,3,2,0,Bachelors,Clerical,81187
39,M,M,0,0,2,0,Partial High School,Manual,36208
43,F,M,1,3,1,0,Partial College,Management,102435
55,F,S,1,1,0,0,Partial College,Skilled Manual,60188
41,M,M,1,2,1,1,Bachelors,Clerical,82124
40,M,S,0,2,0,0,Bachelors,Clerical,78232
44,M,M,1,2,2,1,Partial College,Clerical,85534
29,F,S,0,1,0,0,High School,Manual,32479
32,F,M,0,0,0,0,Bachelors,Skilled Manual,53846
45,M,S,1,0,0,0,Bachelors,Clerical,77374
52,F,S,1,1,0,0,Partial College,Skilled Manual,57093
31,M,S,0,1,0,0,Partial High School,Skilled Manual,54863
42,M,M,1,1,1,1,Bachelors,Skilled Manual,53516
50,F,M,1,1,1,0,Bachelors,Management,106833
42,M,M,1,0,2,0,Partial College,Skilled Manual,55669
25,F,S,0,1,0,0,Partial High School,Manual,33116
54,F,M,1,1,2,0,High School,Clerical,79189
52,M,S,1,3,0,0,Graduate Degree,Clerical,79677
40,F,S,0,2,0,0,Bachelors,Clerical,80203
45,M,M,1,1,2,0,Graduate Degree,Skilled Manual,58517
35,M,M,1,1,1,1,High School,Clerical,82743
31,M,M,0,0,0,0,Partial High School,Skilled Manual,57989
61,M,M,1,1,2,0,Bachelors,Professional,132451
51,M,S,1,1,0,0,Partial High School,Skilled Manual,56964
36,M,S,0,1,0,0,Bachelors,Manual,29839
51,M,M,1,1,2,1,Partial High School,Manual,31999
50,M,M,1,2,2,0,Partial College,Clerical,77492
46,M,S,0,0,0,0,Bachelors,Manual,37195
50,M,S,1,0,0,0,Partial College,Management,103354
34,F,M,0,0,1,1,Graduate Degree,Skilled Manual,53969
39,F,S,1,1,0,0,Graduate Degree,Management,107287
61,M,M,1,2,2,1,Bachelors,Management,111371
44,F,S,1,1,0,0,Partial College,Clerical,80169
34,F,S,0,0,0,0,Graduate Degree,Manual,32995
60,F,S,1,1,1,1,Bachelors,Clerical,79046
75,M,M,1,1,2,1,Graduate Degree,Manual,34536
48,M,M,1,0,2,2,High School,Manual,27942
37,F,S,0,3,0,0,Bachelors,Management,109299
29,M,M,0,1,0,0,Partial College,Clerical,83935
43,M,S,0,1,0,0,Bachelors,Skilled Manual,61051
49,F,M,1,3,1,1,High School,Clerical,86764
65,M,M,1,2,3,0,Partial College,Clerical,78419
47,M,M,1,2,2,1,Graduate Degree,Management,110153
63,M,M,1,2,2,0,Bachelors,Professional,138941
41,F,S,1,2,0,0,Bachelors,Management,110326
57,M,M,1,2,2,2,Bachelors,Management,105525
61,F,M,1,1,2,2,High School,Skilled Manual,52152
36,M,M,1,3,1,0,Graduate Degree,Professional,131875
46,F,M,1,1,2,0,Graduate Degree,Skilled Manual,58683
38,M,S,0,1,0,0,Partial College,Clerical,81000
65,M,M,1,0,2,2,Bachelors,Manual,32703
36,M,M,1,2,2,2,Bachelors,Clerical,84096
48,F,M,1,1,1,1,Partial College,Management,104666
61,M,S,1,2,1,0,Bachelors,Clerical,87044
39,F,S,0,1,0,0,Bachelors,Manual,33706
64,F,M,1,1,2,1,Bachelors,Skilled Manual,54698
27,F,S,0,2,0,0,Partial College,Clerical,76405
57,M,M,1,1,2,1,Bachelors,Manual,34166
66,M,M,1,2,2,0,Graduate Degree,Management,108887
31,F,M,0,3,0,0,Partial College,Clerical,86709
45,M,M,1,0,1,0,Partial College,Clerical,83799
26,F,S,0,2,0,0,Partial College,Clerical,80489
50,F,M,1,2,2,0,Partial College,Management,107806
54,M,M,1,1,2,0,High School,Manual,29369
52,M,M,1,3,2,0,Graduate Degree,Professional,128063
56,M,M,1,0,2,2,Partial College,Skilled Manual,51600
48,M,M,1,1,2,0,Partial College,Skilled Manual,57173
47,M,S,0,1,0,0,Partial College,Skilled Manual,54050
44,M,M,1,1,1,1,Partial College,Skilled Manual,53657
28,F,S,0,1,0,0,Partial College,Manual,31128
41,M,S,0,0,0,0,High School,Manual,28837
43,F,M,1,2,1,1,Bachelors,Clerical,82838
52,M,M,1,2,2,1,High School,Clerical,82407
69,F,M,1,2,2,0,Graduate Degree,Management,110461
32,M,M,0,3,0,0,Bachelors,Clerical,82939
26,M,S,0,1,0,0,Partial High School,Skilled Manual,55728
63,M,M,1,1,2,2,Bachelors,Skilled Manual,57903
33,F,M,0,1,1,0,Graduate Degree,Skilled Manual,56677
27,F,S,0,2,0,0,Partial College,Management,107659
39,F,M,1,2,2,1,Partial High School,Skilled Manual,59304
25,M,M,0,0,0,0,Partial High School,Manual,27141
59,F,S,1,2,1,0,Bachelors,Professional,133499
60,M,M,1,1,2,0,Graduate Degree,Skilled Manual,57092
59,F,M,1,0,2,1,Graduate Degree,Manual,26305
30,F,S,0,1,0,0,High School,Skilled Manual,51775
42,M,M,1,0,2,1,Partial High School,Skilled Manual,57670
31,M,M,0,0,0,0,Partial High School,Manual,28132
53,F,M,1,1,2,1,High School,Manual,32313
38,M,S,0,3,0,0,Graduate Degree,Clerical,85835
26,M,S,0,1,0,0,High School,Clerical,87703
27,F,M,0,1,0,0,Bachelors,Clerical,86213
48,F,M,1,0,2,0,Partial College,Skilled Manual,52617
65,F,M,1,2,2,2,Graduate Degree,Management,103903
33,F,M,0,0,2,2,Graduate Degree,Manual,31816
40,F,S,0,1,0,0,High School,Skilled Manual,61146
40,M,M,1,1,2,1,Bachelors,Skilled Manual,62248
35,F,M,0,1,1,0,Partial High School,Manual,29303
63,F,S,1,0,1,0,Partial College,Manual,35887
32,M,M,1,2,0,0,Bachelors,Management,104364
43,F,M,1,1,2,1,Graduate Degree,Skilled Manual,54617
52,M,M,1,1,2,1,Partial College,Clerical,83871
46,M,M,1,1,2,1,Bachelors,Manual,35482
69,F,S,1,1,1,0,Partial College,Skilled Manual,56369
35,F,S,1,2,0,0,Graduate Degree,Professional,134816
49,F,M,1,1,1,1,Partial College,Manual,34200
43,F,M,1,1,1,0,Bachelors,Skilled Manual,60473
41,M,M,0,1,1,1,High School,Manual,34026
52,F,M,1,2,1,0,Graduate Degree,Professional,127299
31,M,M,0,1,0,0,Partial College,Skilled Manual,51811
31,F,M,0,0,0,0,Bachelors,Skilled Manual,61202
48,M,S,1,1,0,0,High School,Skilled Manual,57188
34,M,M,0,0,1,1,High School,Manual,32495
37,M,M,1,1,2,1,Partial College,Clerical,81582
35,F,S,0,3,0,0,High School,Clerical,82195
55,F,S,1,1,0,0,Partial College,Manual,27400
34,M,M,0,1,2,0,Graduate Degree,Skilled Manual,52259
63,F,M,1,1,2,0,Bachelors,Clerical,82120
48,M,M,1,1,2,1,Partial High School,Manual,29056
39,M,M,1,1,1,1,Graduate Degree,Professional,133891
36,M,S,0,1,0,0,High School,Skilled Manual,51391
56,F,M,1,2,2,1,High School,Clerical,83996
28,F,S,0,1,0,0,Partial College,Manual,31576
38,F,S,0,1,0,0,Bachelors,Skilled Manual,54486
49,M,M,1,3,2,1,High School,Clerical,84334
34,F,M,0,1,2,1,Partial College,Skilled Manual,59461
30,F,S,0,2,0,0,High School,Clerical,82832
26,M,S,0,1,0,0,Bachelors,Manual,36801
32,F,S,0,2,0,0,High School,Clerical,81335
49,F,M,1,1,2,1,High School,Clerical,85443
45,M,S,0,1,0,0,Partial College,Skilled Manual,54525
54,F,S,1,1,0,0,High School,Manual,33476
37,M,M,0,1,2,0,Partial College,Skilled Manual,52808
52,M,S,1,1,0,0,Partial College,Skilled Manual,57140
36,F,S,0,2,0,0,Graduate Degree,Clerical,86962
46,F,M,1,3,2,1,Partial College,Clerical,78907
63,M,S,1,2,1,1,Bachelors,Professional,133359
44,F,S,1,2,0,0,Partial College,Clerical,84192
65,M,M,1,1,2,0,Graduate Degree,Management,108043
36,M,M,1,2,2,1,Graduate Degree,Professional,139082
47,M,M,1,3,0,0,Graduate Degree,Professional,133722
27,F,S,0,2,0,0,Partial College,Management,105797
36,F,S,0,0,0,0,Graduate Degree,Management,102618
52,F,M,1,1,1,1,Partial College,Manual,32638
36,F,M,1,2,0,0,Graduate Degree,Management,110774
38,M,S,0,2,0,0,Partial College,Skilled Manual,61913
27,F,S,0,1,0,0,High School,Skilled Manual,51197
46,F,M,1,1,2,1,Graduate Degree,Clerical,86708
32,M,M,0,1,0,0,Bachelors,Clerical,77552
28,F,S,0,0,0,0,Partial College,Skilled Manual,58598
50,F,M,1,1,2,1,High School,Manual,27991
25,F,S,0,2,0,0,High School,Skilled Manual,54685
51,F,M,1,2,1,0,Partial College,Clerical,86504
54,M,S,1,2,0,0,Partial College,Skilled Manual,61527
30,F,S,0,0,0,0,High School,Manual,29964
42,F,M,1,1,1,0,Partial College,Management,107122
32,M,M,0,0,0,0,Bachelors,Skilled Manual,53310
32,M,S,0,1,0,0,Partial High School,Manual,30000
68,F,M,1,0,2,0,Partial College,Manual,35754
31,F,S,0,0,0,0,Partial High School,Skilled Manual,60167
36,M,S,1,3,0,0,Graduate Degree,Professional,131186
25,M,S,0,0,0,0,Partial High School,Manual,31407
42,F,S,0,1,0,0,Bachelors,Skilled Manual,59178
37,M,M,1,1,1,1,Bachelors,Clerical,77508
33,F,M,1,1,1,1,Graduate Degree,Management,112843
39,M,M,1,3,0,0,Bachelors,Management,111307
25,M,S,0,1,0,0,Partial High School,Skilled Manual,54746
41,F,S,0,1,0,0,Partial High School,Manual,30086
41,F,S,0,0,0,0,Partial College,Manual,31079
35,M,M,1,1,2,1,Bachelors,Management,107295
72,M,S,1,2,1,1,Graduate Degree,Professional,128103
54,M,M,1,1,2,0,Partial College,Clerical,77062
42,M,M,0,0,2,1,Bachelors,Manual,30424
38,F,M,1,1,2,1,Bachelors,Professional,135239
59,M,M,1,1,2,1,Partial College,Management,102266
37,M,M,0,0,1,0,Bachelors,Manual,28106
39,F,M,1,0,1,1,Bachelors,Skilled Manual,58719
57,M,M,1,2,2,1,Partial College,Skilled Manual,59497
45,F,M,1,1,1,1,High School,Skilled Manual,60295
37,F,S,0,2,0,0,Bachelors,Management,111934
32,M,M,1,3,0,0,Graduate Degree,Professional,135171
30,F,S,0,1,0,0,Partial College,Management,103352
40,F,S,0,2,0,0,Partial College,Clerical,76430
31,M,S,0,2,0,0,Partial College,Skilled Manual,53604
53,M,S,1,0,0,0,High School,Skilled Manual,51483
41,F,M,1,1,1,1,Partial College,Clerical,80096
51,M,M,1,1,2,0,Partial College,Skilled Manual,61267
32,F,M,0,0,0,0,Partial College,Manual,36535
37,M,S,0,1,0,0,Bachelors,Skilled Manual,61011
50,M,M,1,2,1,1,Partial College,Clerical,76871
46,F,M,1,1,2,1,Partial College,Management,102622
29,F,S,0,3,0,0,Bachelors,Management,102838
46,M,S,1,1,0,0,Partial College,Clerical,81425
39,M,M,1,1,1,1,Bachelors,Clerical,82902
50,M,M,1,2,1,1,Partial College,Clerical,80846
52,F,M,1,1,2,0,High School,Skilled Manual,52237
30,M,M,0,1,0,0,High School,Manual,27223
55,F,M,1,1,1,0,Bachelors,Clerical,80178
30,M,S,0,1,0,0,High School,Skilled Manual,57143
61,M,M,1,3,2,1,Bachelors,Professional,137352
46,F,S,0,1,0,0,Partial College,Skilled Manual,53808
32,M,M,0,1,0,0,Bachelors,Clerical,88035
26,M,S,0,1,0,0,Partial High School,Skilled Manual,59005
39,M,S,0,1,0,0,Bachelors,Manual,32647
28,F,S,0,1,0,0,Partial College,Clerical,80578
30,M,S,0,1,0,0,Partial College,Clerical,77796
74,F,M,1,0,3,0,Graduate Degree,Management,110189
67,M,M,1,3,2,0,Graduate Degree,Professional,133057
36,M,S,0,2,0,0,Partial College,Clerical,81305
35,M,M,1,2,0,0,Graduate Degree,Management,109627
47,F,S,1,1,0,0,Bachelors,Professional,130507
40,M,M,1,1,1,0,Bachelors,Skilled Manual,53911
57,F,S,1,2,0,0,Partial College,Skilled Manual,51091
34,M,M,1,1,1,1,Graduate Degree,Clerical,80403
37,F,M,1,2,0,0,Graduate Degree,Management,111796
28,F,S,0,2,0,0,Partial College,Clerical,77219
57,F,S,1,2,0,0,Partial College,Skilled Manual,55794
40,M,M,0,1,2,0,Graduate Degree,Manual,29031
31,F,S,0,0,0,0,High School,Manual,36240
47,M,M,1,1,1,0,Bachelors,Manual,29115
41,M,S,0,1,0,0,High School,Clerical,77548
38,F,S,1,0,0,0,Graduate Degree,Management,105342
42,F,S,0,1,0,0,Bachelors,Skilled Manual,56597
63,M,M,1,1,2,0,Bachelors,Management,107794
43,F,M,1,0,1,1,Bachelors,Skilled Manual,53369
37,F,S,0,1,0,0,Partial College,Skilled Manual,55236
52,F,M,1,0,1,0,Partial College,Skilled Manual,57645
28,F,M,0,3,0,0,Partial College,Clerical,81882
43,F,M,1,1,1,0,Partial College,Clerical,86087
40,M,M,1,1,2,0,Graduate Degree,Skilled Manual,59628
47,F,M,1,2,2,1,Bachelors,Management,102267
35,M,M,0,0,2,2,Bachelors,Skilled Manual,61466
45,F,M,1,0,2,0,Partial College,Manual,25923
32,F,S,0,0,0,0,Partial College,Manual,32869
33,F,M,1,3,1,1,Bachelors,Management,112560
45,M,M,1,1,1,1,Graduate Degree,Clerical,83761
35,M,S,0,2,0,0,Bachelors,Management,113276
33,F,M,1,2,1,1,Graduate Degree,Professional,132602
34,M,S,0,0,0,0,Bachelors,Management,108049
44,F,S,1,2,0,0,Graduate Degree,Professional,132877
30,M,S,0,1,0,0,Partial College,Skilled Manual,59541
40,M,M,1,3,2,2,Bachelors,Management,111680
56,M,M,1,2,2,0,Partial College,Management,106824
46,M,S,1,3,0,0,Graduate Degree,Management,110473
62,M,M,1,1,2,1,Bachelors,Manual,28360
40,F,S,0,1,0,0,Bachelors,Skilled Manual,56300
57,M,S,1,1,0,0,Partial High School,Manual,34520
42,M,M,1,1,1,1,Bachelors,Clerical,86464
68,F,M,1,2,2,0,Graduate Degree,Management,109617
42,F,S,1,2,0,0,Bachelors,Management,103692
36,F,S,0,0,0,0,Graduate Degree,Manual,27020
42,M,S,0,0,0,0,Bachelors,Manual,26213
58,M,M,1,2,2,1,High School,Skilled Manual,56896
32,F,M,1,1,0,0,Bachelors,Management,109243
26,F,M,0,1,0,0,Bachelors,Skilled Manual,57447
32,M,S,0,0,0,0,Partial High School,Skilled Manual,55375
41,M,M,0,1,1,1,Partial College,Manual,26374
30,F,S,0,1,0,0,Partial College,Clerical,87475
39,F,M,1,2,2,2,Bachelors,Management,110017
64,M,M,1,2,3,3,Bachelors,Management,107738
51,F,M,1,1,2,1,High School,Skilled Manual,56858
29,F,M,0,2,0,0,Partial College,Clerical,78440
32,F,M,1,2,0,0,Bachelors,Professional,134394
54,M,M,1,1,2,1,Partial College,Manual,29566
38,F,S,0,1,0,0,Partial College,Clerical,77704
40,M,M,1,3,0,0,Bachelors,Management,110631
46,F,M,1,1,1,1,Bachelors,Skilled Manual,56041
41,F,S,1,2,0,0,Partial College,Management,101989
27,F,S,0,1,0,0,Bachelors,Skilled Manual,57973
39,F,S,0,0,0,0,Bachelors,Manual,35119
38,F,S,1,3,0,0,Graduate Degree,Management,108814
35,M,M,0,1,2,1,Bachelors,Skilled Manual,62062
34,F,M,0,1,2,1,Graduate Degree,Manual,33043
26,M,S,0,0,0,0,High School,Manual,26546
33,M,S,0,2,0,0,Graduate Degree,Management,106204
51,M,S,1,0,0,0,Partial High School,Skilled Manual,56782
55,M,S,1,0,0,0,Partial High School,Skilled Manual,60722
67,F,M,1,2,2,1,Graduate Degree,Management,109295
38,M,S,0,1,0,0,Bachelors,Manual,26431
48,F,S,1,1,0,0,Partial High School,Skilled Manual,56825
53,F,S,1,3,0,0,High School,Clerical,79942
32,M,S,0,1,0,0,High School,Skilled Manual,60015
32,F,M,0,1,0,0,Bachelors,Manual,33758
28,M,S,0,0,0,0,High School,Manual,33612
32,M,S,0,1,0,0,Bachelors,Skilled Manual,62387
50,F,S,1,3,0,0,Partial College,Clerical,80215
43,M,S,0,2,0,0,High School,Skilled Manual,53423
57,M,M,1,1,2,1,High School,Clerical,79968
61,F,M,1,1,3,3,High School,Skilled Manual,59690
26,M,M,0,1,0,0,Partial College,Clerical,81905
55,F,M,1,2,2,1,Partial College,Skilled Manual,55385
40,F,S,1,1,0,0,Bachelors,Management,109672
49,F,S,0,1,0,0,High School,Manual,34294
37,F,S,0,3,0,0,Bachelors,Clerical,85349
52,M,M,1,1,2,0,Graduate Degree,Skilled Manual,55137
40,M,M,0,1,2,1,Partial College,Manual,29585
65,M,M,1,2,2,0,Graduate Degree,Skilled Manual,59103
50,M,S,1,2,0,0,Partial High School,Skilled Manual,52073
44,F,M,1,0,2,1,Partial College,Skilled Manual,60276
54,F,M,1,0,1,1,High School,Skilled Manual,61918
62,F,M,1,3,2,1,Bachelors,Clerical,81831
37,F,S,0,1,0,0,High School,Skilled Manual,59186
59,M,M,1,0,2,1,Bachelors,Skilled Manual,57148
48,F,M,1,0,2,0,Partial College,Clerical,80660
40,F,S,0,0,0,0,Partial High School,Manual,31573
48,F,M,1,1,2,1,Partial College,Management,112207
41,M,S,1,0,0,0,Bachelors,Professional,130673
46,F,S,0,2,0,0,Partial College,Skilled Manual,54068
44,F,M,1,3,2,1,Bachelors,Management,101921
68,F,M,1,2,3,3,Graduate Degree,Professional,132795
43,M,M,1,2,2,1,Graduate Degree,Professional,134111
25,M,S,0,3,0,0,Bachelors,Clerical,78263
35,F,S,0,1,0,0,Bachelors,Clerical,85427
47,F,S,1,2,0,0,Bachelors,Management,105367
29,M,S,0,2,0,0,Partial College,Management,105674
28,M,S,0,2,0,0,Partial College,Clerical,87512
59,M,S,1,2,1,1,Bachelors,Skilled Manual,53800
43,M,S,1,3,0,0,High School,Clerical,84697
47,M,M,1,1,2,2,Bachelors,Management,107460
41,M,S,1,2,0,0,Bachelors,Management,111456
44,M,S,1,2,0,0,Graduate Degree,Professional,135305
39,M,M,1,3,2,1,Bachelors,Management,109818
31,F,S,0,1,0,0,Partial College,Skilled Manual,53390
29,M,M,0,1,0,0,High School,Manual,32269
33,M,S,0,3,0,0,Partial College,Clerical,83798
27,M,S,0,2,0,0,Partial College,Clerical,86281
51,M,M,1,2,2,2,Partial College,Skilled Manual,59242
67,M,S,1,2,1,1,Bachelors,Management,112627
42,M,M,1,1,1,1,Bachelors,Skilled Manual,51794
58,M,M,1,1,2,2,High School,Manual,32876
56,F,S,1,3,0,0,High School,Clerical,86407
50,M,S,0,0,0,0,Partial High School,Manual,36079
26,M,S,0,1,0,0,Partial High School,Manual,34533
33,M,M,0,0,1,1,Graduate Degree,Skilled Manual,52847
40,F,S,0,1,0,0,Bachelors,Clerical,86796
36,M,M,1,1,1,1,Graduate Degree,Management,111782
75,M,M,1,3,3,0,Graduate Degree,Professional,138411
61,F,M,1,3,2,0,Graduate Degree,Professional,138041
39,M,M,1,2,1,0,Graduate Degree,Professional,128861
34,F,S,0,3,0,0,Graduate Degree,Clerical,78362
36,F,M,0,1,2,0,Graduate Degree,Skilled Manual,59021
46,F,S,1,2,0,0,Bachelors,Clerical,82338
67,M,M,1,1,2,1,Bachelors,Clerical,78395
49,M,M,1,0,2,2,Partial College,Clerical,77220
61,F,M,1,1,2,1,Partial College,Manual,26215
46,F,M,1,2,2,2,Bachelors,Skilled Manual,59433
49,F,S,1,3,0,0,Partial College,Clerical,76923
27,M,S,0,1,0,0,Partial College,Manual,27551
52,F,M,1,1,2,1,Graduate Degree,Management,107095
29,M,S,0,2,0,0,Partial College,Skilled Manual,51979
45,F,M,1,1,2,0,Partial College,Clerical,79858
57,F,S,1,2,0,0,Bachelors,Clerical,80019
43,F,M,1,0,1,1,Partial College,Skilled Manual,61911
34,F,M,1,3,2,0,Graduate Degree,Management,108839
39,M,M,1,3,2,2,Graduate Degree,Management,105166
51,M,M,1,3,2,1,High School,Clerical,87114
36,M,M,1,1,1,1,Graduate Degree,Professional,128980
38,F,S,1,1,0,0,Graduate Degree,Management,102669
35,M,S,0,1,0,0,Partial College,Skilled Manual,58751
35,M,S,0,1,0,0,Graduate Degree,Skilled Manual,57188
50,M,M,1,1,2,1,High School,Manual,32588
44,M,M,1,1,2,0,High School,Clerical,80254
50,M,M,1,0,2,1,Partial College,Manual,29743
43,M,S,1,2,0,0,Graduate Degree,Management,104407
32,F,S,0,0,0,0,Graduate Degree,Manual,33957
33,M,S,0,1,0,0,Partial High School,Manual,26097
35,M,M,0,1,1,1,Bachelors,Manual,29582
63,F,M,1,1,2,0,Bachelors,Skilled Manual,55721
28,M,S,0,0,0,0,High School,Manual,34524
37,F,M,1,2,1,0,Graduate Degree,Clerical,80552
37,M,S,0,2,0,0,High School,Skilled Manual,53494
61,F,S,1,0,1,1,High School,Manual,33952
54,M,M,1,0,2,0,High School,Skilled Manual,58004
37,M,M,1,2,2,1,Bachelors,Professional,132545
46,F,S,0,1,0,0,Bachelors,Manual,25474
41,F,M,1,1,2,0,Bachelors,Skilled Manual,51261
39,F,S,0,2,0,0,Bachelors,Clerical,76934
33,M,M,0,1,1,1,High School,Skilled Manual,51356
35,M,M,1,0,2,1,Graduate Degree,Professional,133514
40,M,S,0,1,0,0,Bachelors,Clerical,83421
38,M,S,0,1,0,0,Partial College,Clerical,86830
52,F,S,1,1,0,0,Graduate Degree,Clerical,83252
68,F,M,1,0,2,1,Partial College,Skilled Manual,56590
55,F,M,1,1,2,1,Partial College,Skilled Manual,51675
33,M,M,1,1,1,0,Graduate Degree,Clerical,77618
46,M,M,1,3,2,1,Bachelors,Clerical,86879
93,M,M,1,2,2,0,High School,Clerical,86327
41,F,S,0,1,0,0,Bachelors,Skilled Manual,51976
38,F,M,0,1,2,1,Bachelors,Manual,28092
43,M,M,1,2,2,1,Partial College,Management,107417
50,F,S,1,1,0,0,High School,Clerical,77334
51,M,S,1,1,0,0,Partial College,Clerical,83240
26,F,M,0,0,0,0,Partial College,Clerical,80958
46,F,S,0,0,0,0,Graduate Degree,Skilled Manual,54129
42,M,M,1,2,2,1,Bachelors,Management,102464
59,F,S,1,0,1,1,Partial College,Clerical,80414
49,M,M,1,2,2,0,Partial High School,Skilled Manual,52859
35,M,M,1,3,1,0,Partial College,Management,109543
67,F,M,1,1,2,1,Graduate Degree,Manual,34460
30,M,S,0,1,0,0,Bachelors,Clerical,85712
